"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
123,"宅地(土地)","商業地","13103","東京都","港区","赤坂","赤坂(東京)","3",1300000000,"9800000","","440",3000000,"不整形","12.0","","","","","その他","南西","区道",9.5,"商業地域",80,600,"平成28年第１四半期","",""
124,"宅地(土地と建物)","商業地","13103","東京都","港区","赤坂","赤坂(東京)","5",230000000,"","","55",,"ほぼ長方形","4.2","250","昭和48年","ＲＣ","住宅、店舗","店舗","南東","都道",14.5,"商業地域",80,500,"平成28年第１四半期","",""
125,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","8",130000000,"","２ＬＤＫ","70",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"平成28年第１四半期","未改装",""
126,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","5",35000000,"","スタジオ","30",,"","","","平成19年","ＲＣ","住宅","その他","","",,"第１種中高層住居専用地域",60,300,"平成28年第１四半期","未改装",""
127,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","4",18000000,"","１Ｋ","15",,"","","","昭和54年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"平成28年第１四半期","",""
128,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","8",140000000,"","２ＬＤＫ","75",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"平成28年第１四半期","未改装",""
129,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","3",11000000,"","１Ｋ","20",,"","","","昭和54年","ＳＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"平成28年第１四半期","未改装",""
130,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","8",110000000,"","２ＬＤＫ","75",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"平成28年第１四半期","未改装",""
131,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","4",15000000,"","１Ｋ","20",,"","","","昭和52年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,600,"平成28年第１四半期","改装済",""
132,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","6",170000000,"","２ＬＤＫ","90",,"","","","平成26年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"平成28年第１四半期","未改装",""
133,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","4",34000000,"","１ＬＤＫ","45",,"","","","昭和45年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成28年第１四半期","改装済",""
134,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","2",44000000,"","１ＬＤＫ","40",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"平成28年第１四半期","未改装",""
135,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","3",64000000,"","３ＬＤＫ","85",,"","","","昭和53年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成28年第１四半期","未改装",""
136,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","2",34000000,"","１ＤＫ","35",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"平成28年第１四半期","未改装",""
137,"宅地(土地と建物)","商業地","13103","東京都","港区","赤坂","赤坂(東京)","3",3200000000,"","","1200",,"不整形","14.5","2000㎡以上","昭和61年","ＲＣ","事務所、駐車場、店舗","住宅","北西","区道",8.5,"第２種住居地域",60,400,"平成27年第４四半期","",""
138,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","4",11000000,"","１Ｒ","15",,"","","","昭和53年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成27年第４四半期","未改装",""
139,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","3",25000000,"","１Ｋ","20",,"","","","平成14年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"平成27年第４四半期","未改装",""
140,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","4",12000000,"","１ＬＤＫ","65",,"","","","平成20年","ＲＣ","住宅","その他","","",,"商業地域",80,400,"平成27年第４四半期","未改装",""
141,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","6",110000000,"","２ＬＤＫ","65",,"","","","平成25年","ＲＣ","住宅","その他","","",,"第１種中高層住居専用地域",60,300,"平成27年第４四半期","未改装",""
142,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","5",35000000,"","１Ｋ","30",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"平成27年第４四半期","未改装",""
143,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","4",100000000,"","１ＬＤＫ","55",,"","","","平成20年","ＲＣ","住宅","その他","","",,"商業地域",80,400,"平成27年第４四半期","未改装",""
144,"宅地(土地と建物)","商業地","13103","東京都","港区","赤坂","赤坂(東京)","3",450000000,"","","85",,"長方形","","310","昭和63年","ＲＣ","店舗","店舗","東","区道",7.8,"商業地域",80,500,"平成27年第３四半期","",""
145,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","5",960000000,"","１ＬＤＫ","65",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"平成27年第３四半期","未改装",""
146,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","4",25000000,"","オープンフロア","45",,"","","","昭和45年","ＲＣ","住宅","事務所","","",,"第１種中高層住居専用地域",60,300,"平成27年第３四半期","未改装",""
147,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","2",25000000,"","１Ｋ","20",,"","","","平成14年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"平成27年第３四半期","",""
148,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","4",50000000,"","２ＬＤＫ","70",,"","","","平成20年","ＲＣ","住宅","その他","","",,"商業地域",80,400,"平成27年第３四半期","未改装",""
149,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","6",9200000,"","１Ｒ","15",,"","","","昭和46年","ＳＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"平成27年第３四半期","未改装",""
150,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","3",28000000,"","１ＬＤＫ","35",,"","","","昭和54年","ＳＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"平成27年第３四半期","未改装",""
151,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","8",180000000,"","２ＬＤＫ","105",,"","","","平成21年","ＲＣ","住宅","","","",,"第２種住居地域",60,400,"平成27年第３四半期","",""
152,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","2",29000000,"","１Ｋ","20",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"平成27年第３四半期","未改装",""
153,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","4",15000000,"","１Ｋ","20",,"","","","昭和53年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成27年第３四半期","未改装",""
154,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","3",31000000,"","１ＬＤＫ","40",,"","","","昭和53年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成27年第３四半期","未改装",""
155,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","5",150000000,"","２ＬＤＫ","135",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"平成27年第３四半期","未改装",""
156,"宅地(土地と建物)","商業地","13103","東京都","港区","赤坂","赤坂(東京)","3",420000000,"","","220",,"ほぼ長方形","10.0","830","昭和63年","ＲＣ","住宅、事務所、店舗","事務所","南","区道",5.4,"商業地域",80,400,"平成27年第２四半期","",""
157,"宅地(土地と建物)","商業地","13103","東京都","港区","赤坂","赤坂(東京)","5",1100000000,"","","220",,"長方形","12.3","830","平成27年","ＲＣ","共同住宅","住宅","北西","区道",9.1,"近隣商業地域",80,400,"平成27年第２四半期","",""
158,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","8",140000000,"","２ＬＤＫ","75",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"平成27年第２四半期","改装済",""
159,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","3",23000000,"","１Ｋ","20",,"","","","平成14年","ＳＲＣ","住宅","その他","","",,"商業地域",80,400,"平成27年第２四半期","",""
160,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","4",130000000,"","","70",,"","","","平成20年","ＲＣ","住宅","その他","","",,"商業地域",80,400,"平成27年第２四半期","未改装",""
161,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","3",41000000,"","オープンフロア","40",,"","","","昭和54年","ＳＲＣ","店舗","店舗","","",,"第２種住居地域",60,400,"平成27年第２四半期","未改装",""
162,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","4",50000000,"","２ＬＤＫ","65",,"","","","昭和45年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"平成27年第２四半期","改装済",""
163,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","8",190000000,"","２ＬＤＫ","90",,"","","","平成21年","ＲＣ","住宅","その他","","",,"第２種住居地域",60,400,"平成27年第２四半期","未改装",""
164,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","4",84000000,"","１ＬＤＫ","50",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"平成27年第２四半期","改装済",""
165,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","2",20000000,"","","20",,"","","","平成14年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,400,"平成27年第２四半期","",""
166,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","8",98000000,"","１ＬＤＫ","60",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"平成27年第２四半期","改装済",""
167,"宅地(土地と建物)","商業地","13103","東京都","港区","赤坂","赤坂(東京)","5",370000000,"","","110",,"不整形","6.5","530","昭和63年","ＳＲＣ","住宅、事務所、店舗","事務所","南東","都道",14.5,"商業地域",80,500,"平成27年第１四半期","",""
168,"宅地(土地と建物)","商業地","13103","東京都","港区","赤坂","赤坂(東京)","3",360000000,"","","220",,"長方形","10.0","770","昭和49年","ＲＣ","住宅、事務所","住宅","北","区道",5.4,"商業地域",80,400,"平成27年第１四半期","",""
169,"宅地(土地と建物)","商業地","13103","東京都","港区","赤坂","赤坂(東京)","2",1300000000,"","","360",,"ほぼ長方形","9.8","1600","昭和58年","ＲＣ","住宅、事務所、店舗、その他","その他","北東","区道",7.8,"商業地域",80,500,"平成27年第１四半期","",""
170,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","4",160000000,"","","95",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"平成27年第１四半期","",""
171,"中古マンション等","","13103","東京都","港区","赤坂","赤坂(東京)","3",18000000,"","１ＤＫ","30",,"","","","昭和54年","ＳＲＣ","住宅","住宅","","",,"第２種住居地域",60,400,"平成27年第１四半期","",""
